2021-05-29 00:17:30,002 [12] INFO  TreasuryModel.Data.KKBSTN [(null)] - -----KKB_TB_STN Start UnwindPerson-----
2021-05-29 00:19:31,843 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - BindGridReport MasterSTN
2021-05-29 00:19:32,990 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - MasterSTN ConvertDataTableToListMaster
2021-05-29 00:19:32,990 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 1
2021-05-29 00:19:32,990 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 2
2021-05-29 00:19:32,991 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 3
2021-05-29 00:19:32,991 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 4
2021-05-29 00:19:32,991 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 5
2021-05-29 00:19:32,991 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 6
2021-05-29 00:19:32,991 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 7
2021-05-29 00:19:32,992 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 8
2021-05-29 00:19:33,010 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:19:33,051 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:19:33,110 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:19:34,342 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:19:37,456 [12] INFO  TreasuryModel.Data.KKBSTN [(null)] - -----KKB_TB_STN Finish UnwindPerson-----
2021-05-29 00:19:37,467 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:19:38,332 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:19:42,829 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:19:43,058 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:44:48,503 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - BindGridReport MasterSTN
2021-05-29 00:44:48,544 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - MasterSTN ConvertDataTableToListMaster
2021-05-29 00:44:48,544 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 1
2021-05-29 00:44:48,544 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 2
2021-05-29 00:44:48,544 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 3
2021-05-29 00:44:48,544 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 4
2021-05-29 00:44:48,545 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 5
2021-05-29 00:44:48,545 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 6
2021-05-29 00:44:48,545 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 7
2021-05-29 00:44:48,545 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - 8
2021-05-29 00:44:48,545 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:44:48,654 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:44:48,942 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:44:49,159 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:44:49,230 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:44:49,265 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:44:49,301 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 00:44:49,351 [10] INFO  TreasuryModel.Data.STNMASTER [(null)] - -----STNNAME Start getSTN-----
2021-05-29 01:06:33,814 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - Click Closed Price
2021-05-29 01:06:33,876 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - ##dialogpriceclose start
2021-05-29 01:06:33,886 [10] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - ##dialogpriceclose end
2021-05-29 01:06:43,283 [12] INFO  TreasuryShadowSystem.STN.MasterSTN [(null)] - Click Closed Price
